algorithm,graph_size,nodes,edges,execution_time_ms,memory_usage_mb,path_length,iterations,complexity,source,timestamp,graph_density,time_per_node,memory_per_node,iteration_efficiency,norm_time,norm_memory,norm_iterations,performance_score,node_range
A*,large,5303,26137,34308.206,0.53,7,3528,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0009295963019018081,6.469584386196492,9.994342824816142e-05,0.6652838016217235,0.2523231801732313,1.0950990101720033,0.35061565772506914,0.5660126160234346,"(5004.0, 6002.8]"
A*,large,5434,13586,20062.883,0.299,10,3153,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0004601848014908551,3.6921021347073983,5.502392344497608e-05,0.5802355539197644,-0.07788550092180714,0.3258781136143287,0.24824327068903132,0.1654119611271843,"(5004.0, 6002.8]"
A*,large,5481,31307,41137.337,0.719,17,3976,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0010423200518846127,7.505443714650611,0.00013118044152526912,0.7254150702426565,0.4106234405839809,1.7244615619010095,0.47291653610412226,0.8693338461963709,"(5004.0, 6002.8]"
A*,large,5675,15044,26484.802,0.37,19,2903,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0004672056944187802,4.666925462555066,6.519823788546256e-05,0.5115418502202643,0.07097552547184978,0.562305315586601,0.17999501266500614,0.2710919512411523,"(5004.0, 6002.8]"
A*,large,5824,44055,67310.896,0.89,19,2875,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0012990535353363793,11.557502747252746,0.00015281593406593408,0.49364697802197804,1.0173303855197449,2.293884822989158,0.17235120776631532,1.1611888054250727,"(5004.0, 6002.8]"
A*,large,5835,49823,73059.864,0.959,17,3665,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.407140,0.0014636006344041768,12.520970694087405,0.0001643530419880034,0.6281062553556127,1.1505923088146808,2.5236521037791126,0.38801570312223493,1.3540867052386762,"(5004.0, 6002.8]"
A*,large,5880,17317,23189.766,0.392,17,2731,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0005009471044754013,3.9438377551020407,6.666666666666667e-05,0.46445578231292517,-0.005403893353590077,0.6355644485920938,0.1330402111444768,0.25440025546099354,"(5004.0, 6002.8]"
A*,large,6032,24609,41336.338,0.578,16,4520,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0006764618436926454,6.852841180371353,9.582228116710875e-05,0.7493368700265252,0.41523631301562713,1.2549371185476237,0.6214247455644011,0.7638660590425506,"(6002.8, 7001.6]"
A*,large,6198,8653,17644.456,0.224,15,3270,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.00022528570512863572,2.8467983220393673,3.61406905453372e-05,0.5275895450145208,-0.13394499427233572,0.07613106927742157,0.28018345544427514,0.07412317681645365,"(6002.8, 7001.6]"
A*,large,6298,12079,20862.258,0.302,20,3990,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.407140,0.00030457526564414705,3.3125211178151797,4.795173070816132e-05,0.6335344553826612,-0.059355870919711264,0.33586799538780504,0.4767384385534677,0.25108352100718717,"(6002.8, 7001.6]"
A*,large,6314,17299,27366.377,0.403,9,3585,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.00043399090854399875,4.334237725688945,6.382641748495407e-05,0.5677858726639214,0.09141056355672568,0.6721940150948402,0.3661762605545469,0.37659361306870426,"(6002.8, 7001.6]"
A*,large,6379,35163,53487.333,0.779,5,4631,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0008642687369200179,8.384908763129017,0.0001221194544599467,0.7259758582849977,0.6968981632202456,1.9242591973705354,0.6517269721270683,1.090961444239283,"(6002.8, 7001.6]"
A*,large,6681,20738,29158.657,0.437,13,4335,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0004646746022996665,4.364415057626104,6.540936985481215e-05,0.648854961832061,0.13295587740836776,0.7854126751942381,0.5709210346266225,0.49642986240974274,"(6002.8, 7001.6]"
A*,large,6881,39955,46599.261,0.943,16,3888,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0008439780250977582,6.7721640749891,0.0001370440342973405,0.5650341520127888,0.5372316417656134,2.470372734320572,0.4488931492796654,1.152165841788617,"(6002.8, 7001.6]"
A*,large,6974,38470,59447.32,0.753,12,5077,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.000791080315482912,8.52413535990823,0.00010797246917120734,0.7279896759392027,0.8350515379533826,1.8376802220004076,0.7734818644419292,1.148737874798573,"(6002.8, 7001.6]"
A*,large,7068,29047,43077.586,0.71,16,4768,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0005815266906476607,6.094734861346916,0.00010045274476513865,0.6745897000565931,0.45559869760595006,1.69449191658058,0.6891270175242341,0.9464058772369214,"(7001.6, 8000.4]"
A*,large,7108,40031,59675.379,0.901,14,5150,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.000792433276726149,8.39552321328081,0.0001267585818795723,0.7245357343837929,0.8403379790963355,2.330514389491904,0.7934103557849446,1.3214209081243948,"(7001.6, 8000.4]"
A*,large,7144,39301,64983.283,0.77,12,5498,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0007701609685611439,9.096204227323629,0.00010778275475923853,0.7695968645016797,0.9633759740381898,1.8942895520501062,0.8884119309543876,1.2486924856808945,"(7001.6, 8000.4]"
A*,large,7413,34720,57060.55,0.771,9,4030,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0006319028378043007,7.697362741130447,0.00010400647511129097,0.5436395521381358,0.7797258585161944,1.8976195126412654,0.4876581598373117,1.055001176998257,"(7001.6, 8000.4]"
A*,large,7531,30436,41110.053,0.713,16,4859,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.407140,0.0005367103268420585,5.458777453193467,9.467534192006374e-05,0.645199840658611,0.40999099345343876,1.7044817983540568,0.7139693834449793,0.9428140584174917,"(7001.6, 8000.4]"
A*,large,7620,27346,42855.581,0.625,19,3596,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.00047102164467268076,5.624091994750656,8.202099737532808e-05,0.47191601049868764,0.45045258907288943,1.4114452663320856,0.36917918390760396,0.7436923464375264,"(7001.6, 8000.4]"
A*,large,7836,15194,33156.781,0.402,11,3589,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.00024747919458015027,4.2313400969882595,5.130168453292496e-05,0.45801429300663604,0.22563297942244076,0.6688640545036815,0.3672682326829313,0.42058842220301784,"(7001.6, 8000.4]"
A*,large,8053,8743,19441.146,0.264,8,4510,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0001348338741184906,2.4141495094995653,3.27828138581895e-05,0.5600397367440705,-0.09229745597245684,0.20932949292377212,0.61869481524344,0.24524228406491844,"(8000.4, 8999.2]"
A*,large,8230,36581,62142.317,0.754,11,4526,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.407140,0.0005401429050890909,7.550706804374241,9.161603888213851e-05,0.5499392466585662,0.8975219645576151,1.841010182591566,0.6230627037569777,1.1205316169687196,"(8000.4, 8999.2]"
A*,large,8367,48587,64306.089,1.074,19,5587,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0006941166389674312,7.685680530656149,0.00012836141986375044,0.6677423210230669,0.9476785175757793,2.9065975717623704,0.9127083108109406,1.588994800049697,"(8000.4, 8999.2]"
A*,large,8495,23963,41705.641,0.565,18,5118,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.00033209745535158077,4.9094339022954685,6.650971159505591e-05,0.6024720423778693,0.42379681084038273,1.2116476308625597,0.7846745787578694,0.806706340153604,"(8000.4, 8999.2]"
A*,large,8532,32949,46649.558,0.751,14,4110,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0004526801483989639,5.46759939052977,8.802156586966714e-05,0.48171589310829815,0.5383975336188931,1.8310203008180899,0.5094976024049997,0.9596384789473276,"(8000.4, 8999.2]"
A*,large,8758,35043,51820.193,0.828,9,4662,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.00045692086268348713,5.916898036081297,9.45421329070564e-05,0.5323133135419046,0.6582536129632396,2.087427266337315,0.6601897561220474,1.1352902118075339,"(8000.4, 8999.2]"
A*,large,8780,30335,51929.268,0.669,7,5175,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.00039355409380585946,5.914495216400911,7.619589977220958e-05,0.5894077448747153,0.6607819874964419,1.5579635323430714,0.8002351815873471,1.0063269004756201,"(8000.4, 8999.2]"
A*,large,8872,17936,31495.597,0.422,8,4496,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.00022789326097671475,3.5499996618575294,4.75653742110009e-05,0.5067628494138864,0.1871264901209219,0.7354632663268567,0.6148729127940947,0.5124875564139577,"(8000.4, 8999.2]"
A*,large,9045,13333,24583.495,0.339,20,6153,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.00016298917227709796,2.7179098949695963,3.747927031509121e-05,0.6802653399668325,0.026902949734060985,0.4590765372606794,1.0672223669773337,0.5177339513240247,"(8999.2, 9998.0]"
A*,large,9341,24587,40418.741,0.627,9,6463,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0002818157706338041,4.327025050851087,6.712343432180709e-05,0.6918959426185634,0.39396627967578884,1.418105187514403,1.151850206927125,0.9879738913724389,"(8999.2, 9998.0]"
A*,large,9523,32485,58812.347,0.746,7,6701,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0003582456367644432,6.175821379817284,7.833665861598235e-05,0.7036648115089783,0.8203327704771407,1.8143704978622959,1.216822548565997,1.2838419389684779,"(8999.2, 9998.0]"
A*,large,9529,47429,72332.503,0.992,17,4873,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0005223900455360142,7.590775842166019,0.0001041032637212719,0.5113862944695141,1.1337319739180995,2.6335408032873513,0.7177912858943247,1.4950213543665918,"(8999.2, 9998.0]"
A*,large,9554,34352,52251.821,0.732,9,7207,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.000376380411205241,5.4691041448607915,7.661712371781453e-05,0.7543437303747121,0.6682588134493003,1.767751049586073,1.3549570228066241,1.263655628613999,"(8999.2, 9998.0]"
A*,large,9574,26405,44165.815,0.607,12,7234,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0002881009496125896,4.613099540421977,6.340087737622728e-05,0.7555880509713808,0.4808240057874053,1.3515059756912278,1.3623278346732188,1.064885938717284,"(8999.2, 9998.0]"
A*,large,9608,45167,62397.988,1.017,8,4567,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0004893284429451291,6.4943784346378015,0.00010584929225645295,0.4753330557868443,0.9034484559193237,2.7167898180663204,0.6342554180729179,1.4181645640195206,"(8999.2, 9998.0]"
A*,large,9855,23960,48242.391,0.529,7,7662,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.0002467275391697989,4.895219786910198,5.3678335870116695e-05,0.7774733637747336,0.5753196366933305,1.0917690495808445,1.47916885241035,1.0487525128948416,"(8999.2, 9998.0]"
A*,large,9920,36328,52964.676,0.772,15,4285,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.00036920019903151005,5.339181048387097,7.78225806451613e-05,0.4319556451612903,0.6847828971336086,1.9009494732324237,0.5572713830218174,1.0476679177959498,"(8999.2, 9998.0]"
A*,large,9932,45594,64293.056,0.918,18,7063,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.406125,0.0004622511519577716,6.47332420459122,9.242851389448249e-05,0.7111357229158276,0.9473764107200265,2.3871237195416035,1.3156460261847855,1.5500487188154721,"(8999.2, 9998.0]"
A*,large,9998,45182,72568.249,0.978,13,4533,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.405127,0.00045204599587517783,7.2582765553110615,9.781956391278255e-05,0.4533906781356271,1.1391966008509835,2.5869213550111287,0.6249736549816504,1.4503638702812542,"(8999.2, 9998.0]"
A*,medium,142,2827,3633.416,0.056,11,102,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.403126,0.14119468584556988,25.58743661971831,0.0003943661971830986,0.7183098591549296,-0.4587229609895402,-0.4833023100372507,-0.5846584702361721,-0.5088945804209877,"(0.012, 1008.8]"
A*,medium,152,3463,4838.243,0.073,6,85,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.403126,0.15088009759498083,31.830546052631583,0.0004802631578947368,0.5592105263157895,-0.4307948940290583,-0.4266929799875517,-0.5892993517818058,-0.48226240859947195,"(0.012, 1008.8]"
A*,medium,163,2683,3281.333,0.053,15,74,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.404132,0.10160569567522533,20.1308773006135,0.0003251533742331288,0.4539877300613497,-0.46688429668308573,-0.493292191810727,-0.592302275134863,-0.5174929212095586,"(0.012, 1008.8]"
A*,medium,169,324,518.073,0.008,13,82,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.404132,0.011411665257819104,3.0655207100591713,4.7337278106508875e-05,0.48520710059171596,-0.5309370696614644,-0.6431404184128713,-0.5901183308780942,-0.5880652729841432,"(0.012, 1008.8]"
A*,medium,174,1899,2117.584,0.039,8,112,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.402126,0.06308550926848715,12.170022988505746,0.00022413793103448276,0.6436781609195402,-0.49386016956541134,-0.5399116400869496,-0.5819285399152111,-0.5385667831891907,"(0.012, 1008.8]"
A*,medium,191,4235,4621.455,0.082,16,102,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.402126,0.11669881510057867,24.19609947643979,0.00042931937172774873,0.5340314136125655,-0.4358200717352592,-0.39672333466712284,-0.5846584702361721,-0.4724006255461847,"(0.012, 1008.8]"
A*,medium,197,1416,1670.168,0.029,9,132,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.403126,0.036672537035118614,8.478010152284263,0.0001472081218274112,0.6700507614213198,-0.5042313382121888,-0.5732112459985373,-0.5764686792732892,-0.5513037544946717,"(0.012, 1008.8]"
A*,medium,204,3654,5144.227,0.067,20,120,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.402126,0.08823529411764706,25.216799019607844,0.00032843137254901964,0.5882352941176471,-0.42370213993171824,-0.44667274353450426,-0.5797445956584424,-0.4833731597082216,"(0.012, 1008.8]"
A*,medium,206,2276,3039.381,0.047,16,108,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.404132,0.053895335069855554,14.754276699029125,0.00022815533980582526,0.5242718446601942,-0.4724927796082048,-0.5132719553576796,-0.5830205120435955,-0.5229284156698266,"(0.012, 1008.8]"
A*,medium,216,3570,5320.763,0.073,8,133,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.403126,0.07687338501291989,24.633162037037035,0.0003379629629629629,0.6157407407407407,-0.4196100095022577,-0.4266929799875517,-0.576195686241193,-0.4741662252436674,"(0.012, 1008.8]"
A*,medium,218,3052,4313.443,0.063,11,131,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.402126,0.06451612903225806,19.786435779816514,0.0002889908256880734,0.6009174311926605,-0.4429598351707002,-0.45999258589913933,-0.5767416723053852,-0.49323136445840826,"(0.012, 1008.8]"
A*,medium,222,1542,2257.044,0.034,10,122,O(E),Academic Research & DIMACS Benchmarks,2025-11-19T20:43:57.403126,0.03142961966491378,10.166864864864865,0.00015315315315315317,0.5495495495495496,-0.49062746626584314,-0.5565614430427435,-0.5791986095942502,-0.5421291729676123,"(0.012, 1008.8]"
